question,label
뇌의 외상은?,2
전립선 농포이 뭐냐?,2
구강 종양이 뭔가요?,2
폐렴뭐야,2
코로나바이러스 감염증이 뭔데,2
유선염설명해줘,2
속눈썹 이상이 뭔데?,2
급성 위염 궁금해요,2
신우신염뭐야,2
항문낭염이란?,2
기관지염뭔데,2
개 헤르페스바이러스 감염증무엇인가요,2
정유정소은?,2
위확장과 위염전가 궁금해요,2
자기면역에 의한 피부병이 뭐임,2
애나멜질 형성부전뭔데,2
방광염란,2
모낭충증뭔데?,2
안면신경마비란?,2
만성 신부전무엇?,2
대장염란,2
기흉설명해줘,2
난소 종양뭐냐,2
비염란,2
내분비성 피부병은?,2
혈소판 감소증뭐야,2
상피소체 기능항진증·저하증궁금해용,2
추간판 헤르니아궁금해용,2
췌외분비부전알려주세요,2
횡격막 헤르니아뭐야,2
부비강염무엇?,2
기관허탈무엇인가요?,2
추간판 헤르니아?,2
자기면역에 의한 피부병이란,2
구강 종양은?,2
홍역(디스템퍼)설명해줘,2
항문낭염 궁금해요,2
내이염뭐야,2
망막박리에 대해서,2
체리아이무엇?,2
구루병·골연화증뭐야,2
자궁축농증뭐야,2
유선염,2
농피증이 뭔데?,2
회음 헤르니아이란?,2
포도막염무엇인가요?,2
편모충증을 알려주세요,2
부비강염은?,2
심장사상충증 궁금해요,2
폐동맥 협착증알려주세요,2
망막박리란?,2
안면신경마비뭐시요,2
지루증무엇,2
신우신염를 알려줘,2
부신피질 기능항진증(쿠싱 증후군)이 뭐임,2
망막박리을 알려줘,2
자궁축농증는?,2
심근증뭔데?,2
지루증이 뭐야?,2
요붕증알려줘,2
지루증이 뭔가요?,2
편모충증뭐시요?,2
구루병·골연화증를 알려주세요,2
혈소판 감소증을 알려줘,2
소화기 종양이 뭐냐,2
네프로제 증후군(신장증)이 뭔데,2
빈혈뭐냐,2
부정맥은,2
녹내장뭐야?,2
간질이 뭐냐,2
바베시아증뭔데,2
마라세티아 감염증뭐시요,2
폐수종이 뭐임?,2
파상풍뭐시요?,2
구내염을 알려주세요,2
접촉성 피부염에 대해서,2
갑상선 기능저하증뭐시요?,2
유선 종양뭔데,2
농피증이 뭐냐,2
체리아이설명,2
승모판 폐쇄부전이 뭐야,2
흉막염무엇,2
전립선염뭐시요?,2
심근증설명해줘,2
류머티스성 관절염설명해,2
추간판 헤르니아이 뭔가요,2
빈혈이 뭔가요,2
아메리칸 코카 스파니엘 가르쳐주세요,3
핀셔가 뭐야,3
코기을 설명해주세요,3
골든 리트리버에 대해 말해,3
포메 알려주실 분,3
핀셔에 대해 설명해줘,3
몰티즈이 잘 걸리는 질병 가르쳐줘,3
불독이 뭐야,3
말티즈가 뭐임,3
시바견가 궁금,3
퍼그이 잘 걸리는 병이 뭘까요?,3
펨브룩를 잘 기르는 법,3
미니어처 슈나우저에 대해 자세히 설명해주세요,3
포메라니안의 특징 설명,3
미니어처 닥스훈트가 잘 걸리는 질병,3
포메라니안 설명해주세요,3
슈나우저란,3
보더 콜리의 체중 알려줘,3
잭 러셀 테리어란,3
시추의 케어방법 가르쳐주세요,3
코기에 대해 자세히 설명해주세요,3
시바에 대해 설명해 줄 수 있나요,3
보더는,3
퍼그가 무엇인지 가르쳐주세요,3
잭 러셀 테리어의 케어방법 가르쳐주세요,3
리트리버 잘 걸리는 질병 설명 부탁합니다,3
미니어처 슈나우저가 잘 걸리는 병 가르쳐줘,3
푸들 설명 부탁,3
비글에 대해 알려줘,3
웰시 코기 펨브룩이 무엇,3
닥스훈트 키우는 법 궁금해요,3
보더에 대해,3
보더 설명,3
 찰스 스파니엘의 특징에 대해 알려주세요,3
미니어처 슈나우저에 대해 알려주세요,3
리트리버가 잘 걸리는 질병,3
테리어의 케어 방법에 대해 알려주세요,3
아메리칸 코카 스파니엘 무엇일까요,3
미니어처 슈나우저을 어떻게 길러,3
아메리칸 코카 스파니엘에 대해 알고싶어요,3
테리어 설명 부탁,3
푸들는,3
토이 푸들에 대해 말해줄래?,3
보더에 대해 설명해줘,3
래브라도 리트리버이 무엇,3
시추에 대해 말해주세요,3
웰시코기 잘 키우는 법,3
래브라도 리트리버 무엇일까요,3
시추에 대해 알려줘,3
테리어가 궁금해요,3
몰티즈의 정보가 궁금해,3
요크셔테리어가 걸리기 쉬운 질병에 대해 알려주세요,3
닥스훈트에 대해 알고 싶어,3
아메리칸 코카 스파니엘의 특징 설명,3
카발리아 킹 찰스 스파니엘 알려주세요,3
아메리칸 코카 스파니엘에 대해 알고 싶어,3
슈나우저에 대해 가르쳐주세요,3
프렌치 불도그에 대해 말해주세요,3
아메리칸 코카 스파니엘 잘 걸리는 질병 설명 부탁합니다,3
아메리칸 코카 스파니엘가 궁금,3
비글 잘 키우는 법,3
파피용이 잘 걸리는 병이 뭘까요?,3
리트리버가 잘 걸리는 병,3
펨브룩의 특징은 무엇일까요?,3
프렌치 불도그에 대해 알려주세용,3
아메리칸 코카 스파니엘이 뭔지 가르쳐주세요,3
미니어처 핀셔들이 주의해야 할 병은 뭐예요?,3
아메리칸 코카 스파니엘 모르겠어,3
보더이 무엇인지 가르쳐주세요,3
미니어처 닥스훈트의 특징 설명해,3
미니어처 핀셔가 무엇일까요,3
몰티즈 잘 키우는 법,3
보더 잘 걸리는 질병 설명 부탁합니다,3
펨브룩는,3
보더의 특징,3
웰시코기 키우는 법 궁금해요,3
요크셔테리어이 잘 걸리는 질병 가르쳐줘,3
보더의 특징에 대해 알려주세요,3
프렌치 불도그가 많이 걸리는 병들을 설명해,3
토이 푸들이 뭐야?,3
래브라도 리트리버가 무엇일까요,3
시추 잘 키우는 법,3
시바이 무엇,3
 찰스 스파니엘 가르쳐주세요,3
미니어처 슈나우저 무엇일까요,3
시바견에 대해 자세히 알려주세요,3
미니어처 핀셔가 많이 걸리는 질병에 대해 알려줘,3
잭 러셀 테리어은,3
포메에 대해 설명해봐,3
미니어처 닥스훈트의 케어방법 알려주세요,3
골든 리트리버의 특징에 대해 말해주세요,3
프렌치 불도그가 많이 걸리는 질병에 대해 알려줘,3
불도그 가르쳐줘,3
웰시 코기 설명해주세요,3
핀셔의 케어방법 알려주세요,3
미니어처 슈나우저가 무엇,3
말티즈의 케어방법 알려주세요,3
잭 러셀 테리어에 대해 말해주세요,3
불독 알려주세요,3
리트리버 케어 방법,3
보더들이 쉽게 걸리는 병,3
프렌치 불도그 알려주세요,3
미니어처 닥스훈트의 특징에 대해 말해주세요,3
불도그에 대해 알려주세요,3
불도그의 특징에 대해 알려주세요,3
프렌치 불도그이 뭐야,3
닥스훈트 무엇일까요,3
미니어처 닥스훈트의 성격은 뭔가요,3
카발리아 킹 찰스 스파니엘의 특징에 대해 말해주세요,3
 찰스 스파니엘이 잘 걸리는 병에 대해 가르쳐주세요,3
웰시 코기 펨브룩에 대해 설명해줘,3
비글가 뭐야?,3
카발리아 킹 찰스 스파니엘가 뭐야,3
말티즈에 대해 말해,3
보더의 정보에 대해 알려줘,3
펨브룩에 대해서,3
시바가 잘 걸리는 병 가르쳐줘,3
닥스훈트가 잘 걸리는 질병이 뭘까요,3
보더의 케어방법 궁금해요,3
미니어처 슈나우저가 걸리기 쉬운 질병,3
웰시코기이 무엇일까요,3
프렌치 불도그의 케어방법 알려주세요,3
파피용의 특징은,3
카발리아 킹 찰스 스파니엘이 잘 걸리는 병이 뭘까요?,3
닥스훈트에 대해 설명해줘,3
웰시코기가 뭐야,3
웰시 코기 펨브룩의 성격은 뭔가요,3
닥스훈트에 대해 말해,3
퍼그는,3
포메이 궁금해,3
시추가 무엇인지 알려주세요,3
시바를 설명해주세요,3
푸들에 대해 알려줭,3
푸들에 대해,3
퍼그 설명,3
요크셔테리어 설명,3
시바견은,3
비글,3
테리어에 대해 설명해주세요,3
펨브룩가 무엇인지 설명해,3
닥스훈트 케어 방법,3
말티즈에 대해 알고 싶어,3
포메라니안가 뭔데,3
닥스훈트가 뭔지 말해주세요,3
아메리칸 코카 스파니엘가 걸리기 쉬운 질병에 대해 알려주세요,3
포메를 잘 기르는 법,3
퍼그의 케어방법 궁금해요,3
시바가 뭐예요,3
리트리버이 무엇인지 말해주세요,3
말티즈이 뭐임,3
보더 콜리에 대해서,3
웰시코기이 뭐야?,3
토이 푸들 가르쳐주세요,3
푸들가 잘 걸리는 질병이 뭘까요,3
몰티즈의 케어방법 가르쳐주세요,3
시바에 대해 알려줘,3
요크셔테리어가 궁금해요,3
푸들이 뭐야?,3
골든 리트리버 가르쳐줘,3
몰티즈가 무엇인지 설명해,3
미니어처 슈나우저들이 쉽게 걸리는 병,3
골든 리트리버이 궁금해,3
카발리아 킹 찰스 스파니엘,3
웰시 코기 펨브룩가 걸리기 쉬운 질병에 대해 알려주세요,3
시추가 무엇일까요,3
리트리버 성격 알려주세요,3
핀셔 잘 걸리는 질병 설명 부탁합니다,3
아메리칸 코카 스파니엘가 뭐야,3
슈나우저,3
리트리버 무엇일까요,3
비글가 무엇인지 설명해,3
테리어에 대해 말해줘,3
시바가 무엇인지 가르쳐주세요,3
웰시 코기이 잘 걸리는 병이 뭘까,3
코가 스파니엘에 대해,3
시추이 무엇일까요,3
잭 러셀 테리어가 걸리기 쉬운 질병에 대해 알려주세요,3
코가 스파니엘 설명해,3
미니어처 슈나우저가 걸리기 쉬운 질병에 대해 알려주세요,3
포메라니안의 케어방법 알려주세요,3
보더이 무엇,3
불독 잘 키우는 법에 대해 설명해줘,3
파피용이 뭐예요,3
닥스훈트의 케어방법 가르쳐주세요,3
포메 설명,3
불독에 대해 알고 싶어,3
미니어처 닥스훈트 키우는 법,3
푸들가 잘 걸리는 질병 가르쳐주세요,3
 찰스 스파니엘가 잘 걸리는 병,3
퍼그의 평균 체중은 어느정도,3
핀셔이 궁금해,3
미니어처 닥스훈트 가르쳐줘,3
말티즈 알려주실 분,3
불도그이 잘 걸리는 질병 가르쳐줘,3
시바 키우는 법 궁금해요,3
래브라도 리트리버에 대해 알고싶어요,3
프렌치 불도그 무엇일까요,3
말티즈이 잘 걸리는 병이 뭘까,3
포메라니안이 무엇인지 말해주세요,3
웰시 코기 펨브룩 키우는 법 설명해주세요,3
웰시 코기 펨브룩 가르쳐주세요,3
몰티즈 키우는 법 궁금해요,3
보더에 대해 잘 모르겠어,3
핀셔에 대해 알고싶어요,3
퍼그가 궁금해요,3
래브라도 리트리버의 케어방법 알려주세요,3
프렌치 불도그 가르쳐주세요,3
웰시 코기이 무엇,3
 찰스 스파니엘 특징,3
잭 러셀 테리어에 대해 잘 모르겠어,3
웰시 코기 펨브룩에 대해 설명해봐,3
래브라도 리트리버에 대해 알려주세요,3
코기에 대해 설명해줘,3
웰시 코기 펨브룩가 잘 걸리는 병 가르쳐줘,3
프렌치 불도그에 대해 알려줭,3
몰티즈이 궁금해,3
시바견에 대해 설명해주세요,3
골든 리트리버의 특징 설명해,3
잭 러셀 테리어가 궁금해,3
골든 리트리버의 케어방법 궁금해요,3
리트리버 설명해주세요,3
미니어처 슈나우저가 뭔지 말해주세요,3
웰시코기 가르쳐주세요,3
핀셔 특징 알려주세요,3
푸들에 대해 말해줄래?,3
미니어처 닥스훈트에 대해 자세히 말해주세요,3
 찰스 스파니엘가 걸리기 쉬운 질병은 뭔가요,3
웰시 코기 펨브룩에 대해 말해주세요,3
파피용 가르쳐줘,3
웰시 코기 펨브룩에 대해 알려주세용,3
펨브룩에 대해 알려주세용,3
웰시코기가 무엇인지 알려주세요,3
퍼그은,3
골든 리트리버이 뭔지 가르쳐주세요,3
리트리버 키우는 법,3
래브라도 리트리버가 무엇,3
퍼그 알려주세요,3
래브라도 리트리버가 걸리기 쉬운 질병,3
아메리칸 코카 스파니엘 가르쳐줘,3
불독의 특징에 대해 알려주세요,3
잭 러셀 테리어의 특징 설명,3
테리어에 대해 가르쳐주세요,3
미니어처 닥스훈트에 대해서,3
테리어에 대해 말해주세요,3
리트리버의 특징에 대해 말해주세요,3
카발리아 킹 찰스 스파니엘가 걸리기 쉬운 질병에 대해 알려주세요,3
닥스훈트들이 쉽게 걸리는 병,3
미니어처 닥스훈트들이 주의해야 할 병은 뭐예요?,3
말티즈들이 쉽게 걸리는 병,3
프렌치 불도그가 뭐야?,3
불도그에 대해,3
 찰스 스파니엘가 무엇일까요,3
핀셔 무엇일까요,3
골든 리트리버가 무엇인지 가르쳐주세요,3
시추이 잘 걸리는 병이 뭘까요?,3
보더 콜리의 특징은 뭘까요?,3
포메라니안의 케어방법 가르쳐주세요,3
포메라니안이 궁금해,3
포메가 궁금해요,3
 찰스 스파니엘가 잘 걸리는 병 설명해,3
카발리아 킹 찰스 스파니엘 모르겠어,3
리트리버의 정보가 궁금해,3
보더 콜리 키우는 법 설명해주세요,3
잭 러셀 테리어 무엇일까요,3
포메에 대해 설명해줘,3
말티즈란,3
불독에 대해 알려줭,3
보더 콜리이 무엇,3
프렌치 불도그 가르쳐줘,3
시바이 잘 걸리는 병이 뭘까,3
래브라도 리트리버가 궁금,3
닥스훈트 모르겠어,3
포메라니안이 잘 걸리는 병이 뭘까요?,3
미니어처 닥스훈트은,3
말티즈의 특징 설명,3
시추이 뭐임,3
말티즈가 어떤 병에 잘걸려?,3
보더 콜리 성격 알려주세요,3
파피용에 대해 설명해주세요,3
토이 푸들가 궁금,3
시바가 뭔데,3
카발리아 킹 찰스 스파니엘에 대해 가르쳐주세요,3
프렌치 불도그의 특징은 무엇일까요?,3
보더 콜리이 잘 걸리는 질병 가르쳐줘,3
골든 리트리버의 특징은 뭘까요?,3
파피용 무엇일까요,3
웰시 코기 펨브룩의 특징에 대해 알려주세요,3
잭 러셀 테리어 설명해,3
말티즈가 궁금,3
보더를 잘 기르는 법,3
시바견 키우는 법 설명해주세요,3
말티즈에 대해 설명해 줄 수 있나요,3
퍼그에 대해서,3
불도그의 특징 설명해,3
비글이 궁금,3
카발리아 킹 찰스 스파니엘가 많이 걸리는 병들을 설명해,3
미니어처 슈나우저 설명해,3
토이 푸들가 많이 걸리는 질병에 대해 알려줘,3
 찰스 스파니엘에 대해 알려줘,3
요크셔테리어의 성격은 뭔가요,3
보더 콜리이 무엇일까요,3
불도그에 대해 설명해주세요,3
비글 특징,3
 찰스 스파니엘 잘 키우는 법에 대해 설명해줘,3
포메라니안가 잘 걸리는 병,3
아메리칸 코카 스파니엘 특징 알려주세요,3
핀셔이 무엇인지 가르쳐주세요,3
미니어처 슈나우저을 설명해주세요,3
테리어에 대해 잘 모르겠어,3
시바에 대해 알고 싶어,3
토이 푸들가 무엇인지 가르쳐주세요,3
테리어에 대해 모르겠어요,3
토이 푸들가 어떤 병에 잘걸려?,3
비글 잘 걸리는 질병 설명 부탁합니다,3
펨브룩에 대해 자세히 설명해주세요,3
프렌치 불도그이 잘 걸리는 질병 가르쳐줘,3
불독 키우는 법 설명해주세요,3
포메라니안 잘 키우는 법에 대해 설명해줘,3
카발리아 킹 찰스 스파니엘가 무엇인지 가르쳐주세요,3
코가 스파니엘를 잘 기르는 법,3
미니어처 슈나우저이 잘 걸리는 병에 대해 가르쳐주세요,3
포메라니안 키우는 법,3
몰티즈가 무엇인가요,3
미니어처 핀셔가 잘 걸리는 질병 가르쳐주세요,3
말티즈가 잘 걸리는 질병 가르쳐주세요,3
리트리버란,3
퍼그 무엇일까요,3
웰시 코기 펨브룩에 대해 알려주세요,3
파피용가 궁금,3
코가 스파니엘이 잘 걸리는 병이 뭘까,3
불독이 잘 걸리는 질병 가르쳐줘,3
토이 푸들에 대해 설명해주세요,3
시바가 뭐야,3
보더 콜리들이 쉽게 걸리는 병,3
웰시 코기 펨브룩 키우는 법 궁금해요,3
골든 리트리버이 무엇인지 말해주세요,3
시바견 설명 부탁,3
포메의 특징에 대해 알려주세요,3
불독가 무엇인지 알려주세요,3
잭 러셀 테리어에 대해 알고싶어요,3
말티즈가 뭐야?,3
미니어처 닥스훈트가 잘 걸리는 질병 가르쳐주세요,3
미니어처 핀셔 특징 알려주세요,3
시바가 잘 걸리는 질병이 뭘까요,3
몰티즈를 잘 기르는 법,3
코가 스파니엘,3
아메리칸 코카 스파니엘가 잘 걸리는 질병이 뭘까요,3
불독에 대해 알려주세요,3
핀셔의 정보에 대해 알려줘,3
핀셔이 무엇인지 말해주세요,3
요크셔테리어가 뭐야,3
보더 콜리가 무엇일까요,3
골든 리트리버에 대해,3
미니어처 슈나우저 키우는 법 설명해주세요,3
골든 리트리버가 잘 걸리는 병,3
시바견가 뭐임,3
잭 러셀 테리어 가르쳐줘,3
핀셔에 대해 자세히 말해주세요,3
포메라니안 설명,3
미니어처 핀셔이 뭐야,3
미니어처 핀셔가 뭔지 말해주세요,3
미니어처 핀셔의 케어 방법에 대해 알려주세요,3
불도그가 궁금해,3
펨브룩의 특징 설명해,3
테리어에 대해 자세히 설명해주세요,3
퍼그가 뭔데,3
슈나우저의 평균 체중은 어느정도,3
파피용가 많이 걸리는 질병에 대해 알려줘,3
말티즈이 궁금해용,3
보더가 무엇일까요,3
파피용을 설명해주세요,3
포메라니안의 정보가 궁금해,3
미니어처 핀셔는,3
파피용에 대해 알고싶어요,3
프렌치 불도그 설명해,3
토이 푸들이 뭐임,3
불도그가 궁금,3
퍼그의 케어 방법에 대해 알려주세요,3
퍼그가 뭐임,3
잭 러셀 테리어이 궁금해용,3
시바는,3
코가 스파니엘 잘 키우는 법에 대해 설명해줘,3
닥스훈트가 걸리기 쉬운 질병,3
 찰스 스파니엘가 어떤 병에 잘걸려?,3
웰시 코기의 체중 알려줘,3
웰시 코기 펨브룩이 무엇인지 말해주세요,3
 찰스 스파니엘 모르겠어,3
래브라도 리트리버이 뭔지 가르쳐주세요,3
비글 잘 키우는 법에 대해 설명해줘,3
 찰스 스파니엘에 대해 자세히 알려주세요,3
웰시 코기에 대해서,3
잭 러셀 테리어에 대해 말해,3
포메가 잘 걸리는 병 설명해,3
포메 잘 키우는 법,3
카발리아 킹 찰스 스파니엘이 무엇인지 가르쳐주세요,3
말티즈이 무엇,3
파피용이 무엇,3
요크셔테리어에 대해 알려주세요,3
아메리칸 코카 스파니엘에 대해 설명해봐,3
보더가 잘 걸리는 병 설명해,3
카발리아 킹 찰스 스파니엘에 대해 설명해봐,3
비글 설명해,3
포메라니안이 뭐예요,3
파피용의 특징은 뭘까요?,3
비글에 대해서,3
파피용이 무엇인지 말해주세요,3
불도그에 대해 자세히 알려주세요,3
미니어처 핀셔을 어떻게 길러,3
보더가 뭐야?,3
요크셔테리어 알려주세요,3
코기의 특징은 무엇일까요?,3
래브라도 리트리버에 대해 알고 싶어,3
골든 리트리버에 대해 설명해 줄 수 있나요,3
리트리버의 특징은 무엇일까요?,3
골든 리트리버의 정보가 궁금해,3
보더 콜리에 대해 잘 모르겠어,3
 찰스 스파니엘의 특징,3
코가 스파니엘에 대해 모르겠어요,3
골든 리트리버에 대해 알려주세요,3
웰시코기가 뭔데,3
몰티즈가 잘 걸리는 질병,3
 찰스 스파니엘가 많이 걸리는 병들을 설명해,3
코기의 케어방법 가르쳐주세요,3
펨브룩란,3
래브라도 리트리버 알려주실 분,3
시추가 걸리기 쉬운 질병은 뭔가요,3
래브라도 리트리버,3
불독이 무엇,3
펨브룩들이 주의해야 할 병은 뭐예요?,3
 찰스 스파니엘의 케어방법 궁금해요,3
미니어처 슈나우저 케어 방법,3
웰시 코기 펨브룩가 뭐야?,3
리트리버 키우는 법 궁금해요,3
아메리칸 코카 스파니엘에 대해 자세히 말해주세요,3
몰티즈 키우는 법,3
펨브룩의 특징 설명,3
푸들이 뭐예요,3
퍼그가 잘 걸리는 병 설명해,3
리트리버에 대해 말해주세요,3
시바가 뭔지 말해주세요,3
펨브룩에 대해 말해주세요,3
 찰스 스파니엘 성격 알려주세요,3
시바견에 대해,3
리트리버에 대해 말해주세요,3
프렌치 불도그가 무엇인가요,3
포메에 대해 설명해 줄 수 있나요,3
몰티즈가 많이 걸리는 질병에 대해 알려줘,3
퍼그이 잘 걸리는 질병 가르쳐줘,3
몰티즈가 잘 걸리는 질병 가르쳐주세요,3
파피용의 케어방법 궁금해요,3
비글 가르쳐주세요,3
토이 푸들에 대해 알려주세용,3
카발리아 킹 찰스 스파니엘 설명해주세요,3
핀셔가 무엇인지 알려주세요,3
시바견에 대해 알려주세용,3
닥스훈트이 뭔지 가르쳐주세요,3
파피용이 잘 걸리는 병에 대해 가르쳐주세요,3
퍼그들이 쉽게 걸리는 병,3
비글의 특징에 대해 알려주세요,3
리트리버의 케어 방법에 대해 알려주세요,3
슈나우저의 특징은 뭘까요?,3
미니어처 슈나우저이 잘 걸리는 병이 뭘까,3
미니어처 핀셔가 뭐야?,3
시바견에 대해 잘 모르겠어,3
테리어의 체중 알려줘,3
불도그이 궁금,3
푸들이 궁금해,3
비글에 대해 말해줄래?,3
불독의 특징에 대해 말해주세요,3
파피용가 뭔데,3
리트리버의 특징,3
시추을 설명해주세요,3
보더 콜리가 뭐야,3
파피용에 대해 알려줭,3
푸들에 대해 말해줘,3
펨브룩가 많이 걸리는 질병에 대해 알려줘,3
펨브룩가 뭐야,3
코가 스파니엘의 특징에 대해 알려주세요,3
미니어처 닥스훈트이 잘 걸리는 병에 대해 가르쳐주세요,3
웰시코기의 성격은 뭔가요,3
펨브룩이 뭐예요,3
닥스훈트이 궁금해용,3
시추 모르겠어,3
핀셔가 궁금,3
미니어처 핀셔에 대해 알려주세용,3
프렌치 불도그이 무엇일까요,3
웰시 코기의 특징,3
아메리칸 코카 스파니엘 키우는 법 궁금해요,3
프렌치 불도그이 잘 걸리는 병이 뭘까,3
미니어처 슈나우저이 잘 걸리는 질병 가르쳐줘,3
퍼그에 대해 알고 싶어,3
프렌치 불도그에 대해서,3
잭 러셀 테리어가 잘 걸리는 질병이 뭘까요,3
보더에 대해 말해주세요,3
펨브룩의 특징에 대해 알려주세요,3
보더이 잘 걸리는 질병 가르쳐줘,3
아메리칸 코카 스파니엘 잘 키우는 법,3
핀셔가 뭐야,3
요크셔테리어을 어떻게 길러,3
미니어처 핀셔 가르쳐주세요,3
푸들가 걸리기 쉬운 질병,3
포메라니안은,3
토이 푸들 알려주세요,3
시추 키우는 법 설명해주세요,3
코가 스파니엘가 무엇,3
말티즈에 대해 말해줘,3
닥스훈트이 잘 걸리는 질병 가르쳐줘,3
파피용에 대해 가르쳐주세요,3
포메라니안가 뭐야,3
카발리아 킹 찰스 스파니엘 키우는 법,3
테리어가 걸리기 쉬운 질병,3
골든 리트리버에 대해 알고 싶어,3
코기가 잘 걸리는 병 가르쳐줘,3
아메리칸 코카 스파니엘이 궁금해용,3
미니어처 핀셔 알려줘,3
웰시 코기 펨브룩가 무엇인가요,3
미니어처 슈나우저가 뭐야,3
코가 스파니엘가 뭐야,3
시추가 걸리기 쉬운 질병에 대해 알려주세요,3
시바란,3
미니어처 핀셔가 어떤 병에 잘걸려?,3
미니어처 핀셔의 케어방법 궁금해요,3
토이 푸들의 특징에 대해 말해주세요,3
프렌치 불도그는,3
미니어처 슈나우저,3
래브라도 리트리버가 뭐야?,3
포메를 설명해주세요,3
코기에 대해 자세히 알려주세요,3
미니어처 닥스훈트에 대해 자세히 설명해주세요,3
불도그 키우는 법,3
골든 리트리버가 뭐예요,3
시추가 많이 걸리는 병들을 설명해,3
파피용가 무엇,3
토이 푸들에 대해서,3
닥스훈트에 대해 알고싶어요,3
카발리아 킹 찰스 스파니엘가 잘 걸리는 병 설명해,3
펨브룩 무엇일까요,3
코기 무엇일까요,3
웰시코기가 걸리기 쉬운 질병은 뭔가요,3
토이 푸들 설명해주세요,3
리트리버 설명해,3
프렌치 불도그 가르쳐주세요,3
미니어처 슈나우저이 무엇일까요,3
웰시 코기가 뭐예요,3
포메에 대해 말해,3
미니어처 닥스훈트가 뭐임,3
아메리칸 코카 스파니엘 잘 키우는 법에 대해 설명해줘,3
토이 푸들 모르겠어,3
리트리버에 대해 알고 싶어,3
래브라도 리트리버의 평균 체중은 어느정도,3
비글 키우는 법 설명해주세요,3
불도그에 대해 말해주세요,3
코기에 대해 알려줭,3
펨브룩은,3
아메리칸 코카 스파니엘의 케어방법 알려주세요,3
파피용,3
펨브룩가 무엇인지 알려주세요,3
웰시 코기 펨브룩가 잘 걸리는 병 설명해,3
코가 스파니엘이 무엇,3
리트리버,3
보더의 특징 설명해,3
시추 알려줘,3
포메라니안이 뭐야,3
리트리버에 대해 설명해주세요,3
몰티즈 잘 키우는 법에 대해 설명해줘,3
웰시 코기 펨브룩 알려줘,3
요크셔테리어 가르쳐주세요,3
카발리아 킹 찰스 스파니엘가 뭔지 가르쳐주세요,3
시바견가 많이 걸리는 병들을 설명해,3
슈나우저가 걸리기 쉬운 질병,3
테리어가 무엇인지 가르쳐주세요,3
비글는,3
퍼그이 뭐임,3
비글이 뭐야?,3
푸들가 많이 걸리는 질병에 대해 알려줘,3
닥스훈트가 궁금,3
시바견에 대해서,3
리트리버의 케어방법 가르쳐주세요,3
요크셔테리어가 걸리기 쉬운 질병은 뭔가요,3
테리어에 대해 말해,3
토이 푸들의 특징에 대해 알려주세요,3
파피용에 대해 잘 모르겠어,3
미니어처 닥스훈트에 대해 자세히 알려주세요,3
불도그 가르쳐주세요,3
웰시 코기 펨브룩이 뭐임,3
테리어,3
비글이 뭔지 가르쳐주세요,3
웰시 코기에 대해 설명해 줄 수 있나요,3
미니어처 핀셔의 케어방법 가르쳐주세요,3
잭 러셀 테리어가 무엇,3
몰티즈에 대해 설명해 줄 수 있나요,3
퍼그가 걸리기 쉬운 질병은 뭔가요,3
코기에 대해 잘 모르겠어,3
보더 콜리가 뭐야?,3
프렌치 불도그에 대해 알고 싶어,3
웰시 코기 펨브룩의 평균 체중은 어느정도,3
불독들이 주의해야 할 병은 뭐예요?,3
보더 무엇일까요,3
슈나우저가 무엇인지 알려주세요,3
코기에 대해 말해주세요,3
코가 스파니엘에 대해 말해,3
퍼그에 대해 자세히 설명해주세요,3
시바 잘 키우는 법,3
시바견 무엇일까요,3
카발리아 킹 찰스 스파니엘가 무엇,3
리트리버가 궁금해,3
비글가 걸리기 쉬운 질병,3
웰시코기가 잘 걸리는 질병,3
코기가 잘 걸리는 병,3
불도그에 대해 가르쳐주세요,3
푸들에 대해 말해주세요,3
미니어처 슈나우저에 대해 모르겠어요,3
프렌치 불도그의 특징에 대해 말해주세요,3
포메을 어떻게 길러,3
카발리아 킹 찰스 스파니엘의 케어방법 가르쳐주세요,3
잭 러셀 테리어에 대해 모르겠어요,3
포메가 무엇일까요,3
 찰스 스파니엘가 무엇인지 가르쳐주세요,3
웰시코기란,3
골든 리트리버 가르쳐주세요,3
포메가 잘 걸리는 병,3
푸들이 무엇일까요,3
코가 스파니엘에 대해 설명해 줄 수 있나요,3
포메라니안이 뭐임,3
불독이 뭐임,3
미니어처 닥스훈트에 대해 알려주세요,3
요크셔테리어의 평균 체중은 어느정도,3
토이 푸들의 특징은,3
토이 푸들가 잘 걸리는 질병이 뭘까요,3
보더 콜리에 대해 알려주세요,3
리트리버에 대해 말해,3
시추 잘 걸리는 질병 설명 부탁합니다,3
아메리칸 코카 스파니엘가 어떤 병에 잘걸려?,3
불도그가 뭐임,3
포메 무엇일까요,3
테리어이 잘 걸리는 병이 뭘까요?,3
웰시 코기 펨브룩가 무엇인지 알려주세요,3
코가 스파니엘에 대해 설명해봐,3
시바이 궁금,3
핀셔가 뭔지 가르쳐주세요,3
테리어의 평균 체중은 어느정도,3
불도그 특징,3
포메라니안의 성격은 뭔가요,3
잭 러셀 테리어 잘 키우는 법에 대해 설명해줘,3
골든 리트리버가 무엇인지 알려주세요,3
푸들가 뭔지 가르쳐주세요,3
미니어처 닥스훈트 가르쳐주세요,3
퍼그을 어떻게 길러,3
퍼그 가르쳐줘,3
파피용의 평균 체중은 어느정도,3
리트리버에 대해 말해줄래?,3
퍼그의 특징 설명해,3
골든 리트리버이 뭐야,3
