question,label
방광염설명,2
전립선 농포를 알려줘,2
바베시아증설명,2
회음 헤르니아뭐시요?,2
유선 종양뭐야?,2
혈소판 감소증?,2
녹내장궁금해용,2
브루셀라증뭔데?,2
망막박리에 대해서,2
속눈썹 이상이 뭔가요,2
유선 종양을 알려줘,2
파보바이러스 감염증란,2
치주 질환설명해줘,2
난소 종양이 뭔가요?,2
급성 신부전에 대해서,2
췌외분비부전뭐냐?,2
유선 종양무엇?,2
전정장애이 뭔가요?,2
대장염무엇,2
백내장뭐야?,2
파보바이러스 감염증뭐냐,2
상피소체 기능항진증·저하증뭐냐?,2
내이염뭔데?,2
유루증은?,2
레그 페르테스병이 궁금해요,2
유선 종양이 뭐야,2
사구체신염이 뭔데,2
췌염이 뭐야?,2
바베시아증알려줘,2
회충증 궁금해요,2
내이염이 뭐냐?,2
승모판 폐쇄부전은,2
결막염뭐냐,2
콕시듐이 뭔가요,2
브루셀라증무엇인가요,2
항문주위염·항문주위루을 알려주세요,2
접촉성 피부염이 뭐냐,2
접촉성 피부염 대해서,2
"심실, 심방 중격 결손증이 뭐냐",2
수두증뭐야?,2
개 헤르페스바이러스 감염증설명해줘,2
흡수불량증후군뭐냐,2
승모판 폐쇄부전이 뭐냐,2
음식물 알레르기는?,2
기흉을 알려줘,2
인두염?,2
정유정소이 뭔가요,2
안구 탈출이란,2
지루증이 뭐야,2
녹내장에 대해서,2
흡수불량증후군뭐시요,2
전정장애이 뭐임,2
비염란,2
구강 종양알려주세요,2
상피소체 기능항진증·저하증이 뭔데,2
전립선염?,2
간질설명,2
바베시아증란?,2
거대 식도증이 뭐냐?,2
대장염을 알려줘,2
당뇨병을 알려줘,2
거대 식도증은,2
횡격막 헤르니아뭐시요,2
유선 종양란?,2
수두증를 알려줘,2
편모충증알려주세요,2
체리아이이 뭐냐?,2
음식물 알레르기를 알려주세요,2
흉막염이 뭐임,2
소화기 종양이 뭐야,2
뇌의 외상무엇,2
관절염설명해,2
각막염이 뭐냐,2
개선충증뭐시요,2
모낭충증이 뭔데,2
회음 헤르니아뭔데,2
렙토스피라 감염증무엇인가요?,2
기관허탈궁금해용,2
대장염가 궁금해요,2
유선 종양뭔데?,2
각막염을 알려줘,2
뇌의 외상이 뭐임?,2
승모판 폐쇄부전를 알려줘,2
만성 신부전란,2
파상풍설명해줘,2
뇌의 외상?,2
질탈설명해줘,2
장폐색뭐시요?,2
아토피성 피부염이 뭐야,2
음식물 알레르기이 뭔데,2
거대 식도증이 뭔가요?,2
애나멜질 형성부전설명해줘,2
벼룩알레르기성 피부염이 뭐냐,2
구충증뭐시요,2
동맥관 개존증무엇?,2
빈혈뭐시요,2
안구 탈출뭔데,2
동맥관 개존증란?,2
피부 종양이 뭔가요,2
급성 신부전알려주세요,2
식도 내 이물는?,2
각막염무엇?,2
흉막염란,2
회음 헤르니아을 알려줘,2
폐동맥 협착증이 궁금해요,2
위확장과 위염전은,2
피부 종양란,2
인두염뭔데?,2
거대 식도증이란,2
기흉,2
외이염설명해주세요,2
중이염,2
구내염은?,2
질탈뭔데,2
애나멜질 형성부전알려줘,2
동맥관 개존증이 뭐임?,2
모낭충증이 뭐임,2
만성 위염뭐냐,2
상피소체 기능항진증·저하증을 알려주세요,2
심장사상충증뭐야?,2
회충증뭐야?,2
심근증를 알려주세요,2
횡격막 헤르니아 대해서,2
질탈 궁금해요,2
이혈종이 뭔데?,2
개 헤르페스바이러스 감염증 대해서,2
부신피질 기능항진증(쿠싱 증후군)는?,2
레그 페르테스병알려주세요,2
부신피질 기능항진증(쿠싱 증후군),2
빈혈무엇,2
횡격막 헤르니아이 궁금해요,2
렙토스피라 감염증뭐냐?,2
전십자인대 파열무엇?,2
속눈썹 이상는?,2
구내염는?,2
바베시아증알려주세요,2
상피소체 기능항진증·저하증을 알려줘,2
마라세티아 감염증이 뭐임,2
위확장과 위염전이 뭐임?,2
흡수불량증후군설명해줘,2
급성 위염?,2
렙토스피라 감염증이 뭔가요?,2
사구체신염뭐냐?,2
회음 헤르니아이 뭔데?,2
정유정소 대해서,2
렙토스피라 감염증뭐야,2
소화기 종양알려주세요,2
변형성 척추증설명해주세요,2
회음 헤르니아?,2
슬개골 탈구무엇,2
추간판 헤르니아이 뭔데,2
사구체신염를 알려줘,2
골절뭔데,2
편충증뭐야,2
상피소체 기능항진증·저하증를 알려주세요,2
만성 신부전알려줘,2
횡격막 헤르니아뭐야?,2
동맥관 개존증뭐냐,2
전십자인대 파열궁금해용,2
관절염가 궁금해요,2
심장사상충증이 궁금해요,2
정유정소이 뭔가요?,2
전십자인대 파열설명,2
콕시듐란,2
안검내반·외반를 알려줘,2
개선충증궁금해용,2
레그 페르테스병이 뭔데?,2
혈소판 감소증 궁금해요,2
흡수불량증후군이 뭐임?,2
편충증란?,2
편모충증에 대해서,2
흉막염이 뭐야,2
브루셀라증뭐야?,2
췌염설명,2
비염무엇,2
브루셀라증이 뭐임?,2
만성 위염무엇?,2
편충증은,2
마라세티아 감염증을 알려줘,2
췌염란,2
흉막염뭐시요?,2
동맥관 개존증에 대해서,2
파상풍이 뭐냐?,2
정소 종양뭐야,2
코로나바이러스 감염증뭐시요,2
갑상선 기능저하증 궁금해요,2
자궁축농증를 알려줘,2
폐렴무엇,2
전염성 간염뭐시요?,2
급성 신부전이 뭐야?,2
개선충증이란,2
백내장무엇인가요,2
편충증이 뭐냐,2
렙토스피라 감염증 대해서,2
뼈의 종양이 뭐냐,2
각막염뭐시요?,2
승모판 폐쇄부전무엇?,2
관절염무엇인가요,2
구강 종양이 뭐냐,2
소화기 종양무엇인가요,2
회음 헤르니아무엇인가요?,2
류머티스성 관절염뭐시요?,2
변형성 척추증무엇인가요,2
속눈썹 이상이란?,2
인두염이 뭔데,2
이혈종알려주세요,2
혈소판 감소증이 뭔데?,2
안검내반·외반무엇인가요,2
항문주위염·항문주위루뭐야,2
중이염뭐야,2
이혈종뭐시요?,2
당뇨병?,2
피부 종양이 뭐임,2
만성 신부전무엇,2
애나멜질 형성부전뭐냐?,2
수두증?,2
안검내반·외반이 뭔가요,2
질탈뭐야?,2
흡수불량증후군이 뭔데,2
유선염이 뭐임?,2
요로결석증,2
아토피성 피부염이 뭐냐,2
모낭충증알려줘,2
신우신염을 알려줘,2
유선염설명해줘,2
만성 위염설명,2
출혈성 위장염뭐냐,2
치주 질환을 알려줘,2
뼈의 종양무엇인가요,2
대장염 궁금해요,2
흉막염란?,2
폐렴에 대해서,2
정유정소을 알려줘,2
농피증이 뭐냐,2
저혈당증이 뭐냐?,2
혈소판 감소증뭐야,2
내이염가 궁금해요,2
요로결석증?,2
흡수불량증후군무엇인가요?,2
"심실, 심방 중격 결손증설명해줘",2
요독증알려줘,2
안면신경마비설명해,2
부신피질 기능저하증(애디슨병)뭐야?,2
코로나바이러스 감염증알려줘,2
만성 신부전이 뭐야,2
파상풍이 뭔데,2
수두증는?,2
파보바이러스 감염증이 뭐야,2
유선 종양뭔데,2
변형성 척추증란?,2
급성 위염이 뭐야?,2
콕시듐가 궁금해요,2
접촉성 피부염무엇인가요?,2
편모충증이 뭐야,2
부신피질 기능저하증(애디슨병)이 뭔가요?,2
체리아이무엇,2
정유정소이 뭐임,2
치근첨주위농양이 뭔가요,2
홍역(디스템퍼)이 뭐야,2
슬개골 탈구는?,2
항문주위염·항문주위루이란?,2
전정장애이 뭐임?,2
요로결석증뭔데,2
구충증이란,2
폐동맥 협착증설명해,2
기관허탈뭔데?,2
난소 종양에 대해서,2
유선염을 알려줘,2
식도 내 이물이 궁금해요,2
접촉성 피부염이 뭔데?,2
홍역(디스템퍼)이 뭔가요?,2
유루증를 알려주세요,2
광견병무엇인가요,2
장폐색을 알려주세요,2
횡격막 헤르니아설명해주세요,2
피부사상균증이 뭐임,2
부정맥궁금해용,2
질탈이란?,2
회음 헤르니아뭐야?,2
급성 간염이란?,2
빈혈설명해,2
광견병이 뭐임?,2
기흉란?,2
지루증뭔데,2
변형성 척추증 궁금해요,2
구강 종양,2
파보바이러스 감염증설명,2
만성 신부전란?,2
폐수종뭐냐,2
슬개골 탈구이란?,2
치근첨주위농양이 뭔데,2
코로나바이러스 감염증 대해서,2
요독증이 뭔데?,2
요로결석증가 궁금해요,2
당뇨병은,2
출혈성 위장염이 뭐냐?,2
소화기 종양궁금해용,2
당뇨병뭔데?,2
요독증뭐야?,2
피부사상균증?,2
전립선 비대이 뭔가요?,2
폐렴뭔데,2
거대 식도증뭐시요,2
안구 탈출이 뭔가요,2
대장염알려줘,2
브루셀라증이 뭐냐,2
대장염을 알려주세요,2
신우신염설명,2
렙토스피라 감염증가 궁금해요,2
유선 종양이 궁금해요,2
안구 탈출뭐야,2
전십자인대 파열를 알려주세요,2
정소 종양란?,2
대장염뭐야,2
폐수종설명해주세요,2
바베시아증은?,2
요로결석증이 뭔가요,2
"심실, 심방 중격 결손증",2
비염이 뭔데?,2
흉막염이 뭔데?,2
항문낭염 대해서,2
정소 종양궁금해용,2
광견병뭐시요,2
횡격막 헤르니아를 알려주세요,2
레그 페르테스병는?,2
정유정소는?,2
모낭충증란,2
흡수불량증후군에 대해서,2
관절염이 뭐냐,2
폐수종?,2
망막박리 대해서,2
자기면역에 의한 피부병,2
심근증은?,2
전십자인대 파열설명해줘,2
요붕증뭐야?,2
항문낭염설명해,2
결막염이 뭔가요?,2
심장사상충증란?,2
신우신염은?,2
회충증를 알려줘,2
항문낭염을 알려줘,2
항문주위염·항문주위루이란,2
편충증무엇인가요,2
구충증 궁금해요,2
편충증뭐냐?,2
인두염무엇?,2
바베시아증무엇인가요,2
기관지염궁금해용,2
속눈썹 이상무엇인가요?,2
동맥관 개존증이 뭐야,2
급성 신부전알려줘,2
승모판 폐쇄부전에 대해서,2
접촉성 피부염란?,2
사구체신염뭐야,2
애나멜질 형성부전이 뭐임?,2
구내염이 뭔데?,2
저혈당증이 뭐임?,2
사구체신염무엇인가요,2
치주 질환은,2
속눈썹 이상설명해줘,2
췌외분비부전이란,2
레그 페르테스병이 뭐임?,2
승모판 폐쇄부전이 뭐야?,2
파상풍이란?,2
동맥관 개존증이 뭔가요?,2
피부 종양이 뭐야,2
횡격막 헤르니아을 알려줘,2
췌외분비부전이 뭐임?,2
코로나바이러스 감염증뭐냐,2
결막염란,2
소화기 종양이란?,2
부비강염이란,2
승모판 폐쇄부전?,2
개 헤르페스바이러스 감염증이 뭐임?,2
뇌의 외상은,2
각막염알려줘,2
방광염란?,2
체리아이이 뭔가요,2
췌염무엇인가요,2
치주 질환이 뭔데,2
구강 종양?,2
만성 위염을 알려줘,2
요독증설명해주세요,2
골절이 뭔가요,2
정유정소설명해,2
뼈의 종양뭐야,2
당뇨병뭐냐,2
췌염란?,2
전립선 농양이 뭐임,2
조충증을 알려주세요,2
유선염설명해주세요,2
농피증설명해줘,2
자기면역에 의한 피부병설명해주세요,2
광견병?,2
외이염 궁금해요,2
간질는?,2
비염 대해서,2
중이염이 뭔가요,2
류머티스성 관절염이 뭐냐?,2
코로나바이러스 감염증를 알려주세요,2
정유정소설명,2
대장염뭔데,2
벼룩알레르기성 피부염이 뭔데,2
췌염이 뭐임?,2
속눈썹 이상뭐야?,2
장폐색궁금해용,2
폐동맥 협착증궁금해용,2
흉막염를 알려줘,2
파보바이러스 감염증뭐야,2
조충증이 뭔데,2
중이염에 대해서,2
브루셀라증은?,2
비염무엇인가요,2
식도 내 이물설명해,2
위확장과 위염전이 궁금해요,2
기흉이 뭔가요?,2
뼈의 종양을 알려주세요,2
콕시듐은?,2
췌외분비부전란?,2
자기면역에 의한 피부병알려줘,2
기관지염?,2
부신피질 기능항진증(쿠싱 증후군)란,2
유선염란?,2
전립선 농양가 궁금해요,2
정유정소뭐야?,2
전립선 비대궁금해용,2
급성 신부전이란?,2
전립선 비대이 뭔가요,2
백내장뭐시요?,2
동맥관 개존증설명해,2
갑상선 기능저하증이 뭔데?,2
망막박리?,2
전립선염란,2
안구 탈출을 알려주세요,2
기흉무엇,2
개선충증에 대해서,2
뼈의 종양이 뭔데?,2
간질를 알려줘,2
소화기 종양뭔데?,2
"심실, 심방 중격 결손증 대해서",2
구루병·골연화증무엇?,2
변형성 척추증뭐야,2
급성 간염,2
백내장가 궁금해요,2
탈구을 알려주세요,2
홍역(디스템퍼)이 뭐냐?,2
폐렴뭐시요,2
추간판 헤르니아은,2
지루증이 뭐야?,2
기관허탈 대해서,2
인두염알려줘,2
레그 페르테스병뭐냐?,2
녹내장무엇인가요?,2
중이염는?,2
부신피질 기능저하증(애디슨병)를 알려줘,2
전립선염뭐시요,2
탈구이 뭐임?,2
질탈설명,2
피부 종양알려줘,2
파상풍 궁금해요,2
농피증알려줘,2
구루병·골연화증뭔데?,2
골절,2
장폐색 궁금해요,2
피부사상균증을 알려주세요,2
코로나바이러스 감염증무엇인가요,2
거대 식도증이 뭐야?,2
편충증뭐시요?,2
정소 종양뭔데,2
자궁축농증뭐시요?,2
수두증은?,2
승모판,2
폐쇄부전,2
심근증,2
심장사상충증,2
동맥관,2
개존증,2
폐동맥,2
협착증,2
심실,2
심방,2
중격,2
결손증,2
부정맥,2
빈혈,2
혈소판,2
감소증,2
바베시아증,2
비염,2
부비강염,2
인두염,2
연구개,2
과장증,2
기관허탈,2
기관지염,2
폐렴,2
폐수종,2
기흉,2
횡격막,2
헤르니아,2
흉막염,2
거대식도증,2
식도,2
급성,2
만성,2
위염,2
위확장,2
위염전,2
출혈성,2
위장염,2
대장염,2
흡수불량증후군,2
장폐색,2
급성,2
간염,2
췌염,2
췌외분비부전,2
항문낭염,2
항문주위염,2
항문주위루,2
회음,2
헤르니아,2
소화기,2
종양,2
급성,2
신부전,2
만성,2
신부전,2
요독증,2
사구체신염,2
네프로제,2
증후군,2
신장증,2
신우신염,2
방광염,2
요로결석증,2
간질,2
전정장애,2
수두증,2
저혈당증,2
안면신경마비,2
추간판,2
헤르니아,2
외상,2
변형성,2
척추증,2
부신피질,2
기능항진증,2
쿠싱증후군,2
부신피질,2
기능저하증,2
애디슨병,2
당뇨병,2
갑상선,2
요붕증,2
상피소체,2
기능항진증,2
저하증,2
골절,2
탈구,2
슬개골탈구,2
구루병,2
골연화증,2
레그,2
페르테스병,2
전십자인대,2
파열,2
류머티스성,2
관절염,2
종양,2
광견병,2
홍역,2
디스템퍼,2
파보바이러스,2
전염성,2
간염,2
켄넬코프,2
코로나바이러스,2
감염증,2
헤르페스바이러스,2
감염증,2
렙토스피라,2
브루셀라증,2
파상풍,2
회충증,2
구충증,2
편충증,2
조충증,2
콕시듐,2
편모충증,2
아토피성,2
피부염,2
벼룩알레르기성,2
피부염,2
접촉성,2
피부염,2
지루증,2
농피증,2
모낭충증,2
개선충증,2
피부사상균증,2
마라세티아,2
감염증,2
자기면역,2
피부병,2
내분비성,2
피부병,2
종양,2
안검내반,2
외반,2
속눈썹이상,2
유루증,2
체리아이,2
결막염,2
각막염,2
포도막염,2
백내장,2
녹내장,2
망막박리,2
안구탈출,2
이혈종,2
외이염,2
중이염,2
내이염,2
치주,2
질환,2
치근첨주위농양,2
애나멜질,2
형성부전,2
구내염,2
구강,2
종양,2
자궁축농증,2
질탈,2
난소,2
종양,2
유선염,2
유선,2
종양,2
정유정소,2
정소,2
종양,2
전립선,2
비대,2
전립선염,2
전립선,2
농양,2
전립선,2
농포,2
녹내장이 뭔데?,2
체리아이은?,2
광견병란?,2
폐수종뭐냐?,2
접촉성 피부염뭐시요?,2
기관허탈이 뭔데?,2
망막박리란?,2
구강 종양뭐야?,2
자궁축농증 대해서,2
방광염뭔데,2
내분비성 피부병이 뭔데,2
갑상선 기능저하증궁금해용,2
켄넬코프뭐야?,2
자기면역에 의한 피부병뭐냐,2
뼈의 종양란?,2
구충증 대해서,2
만성 신부전이 뭐냐,2
내분비성 피부병무엇인가요?,2
추간판 헤르니아무엇,2
구루병·골연화증이란,2
지루증뭐시요,2
피부사상균증이 뭐냐?,2
인두염이란,2
레그 페르테스병무엇인가요,2
탈구이란?,2
녹내장뭐냐?,2
유루증뭐시요,2
승모판 폐쇄부전무엇인가요,2
기관허탈이 뭐냐,2
부비강염무엇인가요?,2
백내장을 알려줘,2
요로결석증뭐야?,2
정유정소설명해줘,2
조충증이 뭔가요,2
신우신염궁금해용,2
각막염이 뭐임?,2
식도 내 이물무엇,2
안면신경마비를 알려줘,2
전립선 농양뭐야?,2
급성 신부전무엇?,2
사구체신염은?,2
정유정소이 뭐야,2
횡격막 헤르니아은,2
급성 간염무엇인가요?,2
출혈성 위장염은,2
전립선 농포,2
류머티스성 관절염이 뭐야?,2
슬개골 탈구설명,2
회충증,2
음식물 알레르기이란?,2
수두증이 뭔데?,2
아토피성 피부염이 궁금해요,2
접촉성 피부염이 뭐임?,2
류머티스성 관절염 대해서,2
피부사상균증이 뭔가요?,2
애나멜질 형성부전이 뭐냐,2
폐동맥 협착증을 알려주세요,2
망막박리뭐야?,2
개 헤르페스바이러스 감염증는?,2
아토피성 피부염알려주세요,2
위확장과 위염전이 뭐야?,2
장폐색뭔데?,2
안면신경마비,2
구충증이 뭔가요,2
파보바이러스 감염증가 궁금해요,2
체리아이는?,2
흡수불량증후군뭔데,2
항문낭염궁금해용,2
전십자인대 파열,2
안면신경마비설명해줘,2
속눈썹 이상이 뭐임,2
편모충증란?,2
피부사상균증궁금해용,2
안면신경마비뭐야?,2
렙토스피라 감염증설명해주세요,2
만성 신부전뭐야?,2
구내염뭔데,2
파보바이러스 감염증무엇?,2
구강 종양는?,2
관절염궁금해용,2
안검내반·외반이란,2
안면신경마비이 뭔가요?,2
관절염은,2
안검내반·외반 궁금해요,2
질탈이 뭐야?,2
피부사상균증뭐야,2
식도 내 이물뭐냐,2
편충증뭐시요,2
상피소체 기능항진증·저하증,2
안면신경마비이 뭔데,2
대장염무엇인가요?,2
난소 종양알려주세요,2
전립선염설명해주세요,2
구루병·골연화증무엇인가요?,2
편충증이란?,2
마라세티아 감염증뭐냐,2
부신피질 기능항진증(쿠싱 증후군)에 대해서,2
유선 종양설명해,2
렙토스피라 감염증뭔데,2
추간판 헤르니아 궁금해요,2
부정맥를 알려주세요,2
파보바이러스 감염증?,2
마라세티아 감염증를 알려줘,2
구루병·골연화증이 뭔데,2
개 헤르페스바이러스 감염증란?,2
소화기 종양뭐야?,2
만성 신부전이 뭔데,2
기관지염이란,2
부신피질 기능저하증(애디슨병)를 알려주세요,2
구강 종양이 뭐냐?,2
뇌의 외상알려주세요,2
흡수불량증후군이 뭔데?,2
승모판 폐쇄부전뭐야,2
신우신염뭐야,2
저혈당증이 뭐야?,2
뼈의 종양?,2
요붕증이란,2
요독증설명해줘,2
속눈썹 이상을 알려주세요,2
폐수종이 뭔데?,2
전립선염뭐야,2
슬개골 탈구이 뭔가요,2
피부사상균증가 궁금해요,2
만성 신부전이 뭔데?,2
브루셀라증알려주세요,2
구강 종양은,2
치주 질환이 궁금해요,2
이혈종설명,2
출혈성 위장염이 뭐임?,2
위확장과 위염전뭐냐?,2
기관허탈뭐시요,2
편충증무엇?,2
피부사상균증뭐냐?,2
소화기 종양를 알려주세요,2
속눈썹 이상란?,2
식도 내 이물설명해주세요,2
연구개 과장증이 뭐냐?,2
구강 종양 궁금해요,2
조충증무엇?,2
대장염 대해서,2
"심실, 심방 중격 결손증을 알려주세요",2
콕시듐는?,2
백내장이 뭐야?,2
파보바이러스 감염증를 알려줘,2
갑상선 기능저하증무엇인가요,2
췌외분비부전이란?,2
거대 식도증,2
부신피질 기능항진증(쿠싱 증후군)뭐시요,2
거대 식도증에 대해서,2
망막박리를 알려줘,2
변형성 척추증이 궁금해요,2
편충증무엇인가요?,2
지루증알려주세요,2
인두염뭐야?,2
장폐색은?,2
켄넬코프뭐시요?,2
기관허탈 궁금해요,2
슬개골 탈구은?,2
망막박리무엇,2
녹내장설명해주세요,2
피부사상균증무엇인가요?,2
전염성 간염궁금해용,2
회충증무엇인가요?,2
렙토스피라 감염증뭐시요,2
전립선 농포무엇인가요,2
정소 종양이 뭔데?,2
마라세티아 감염증이란?,2
방광염은,2
레그 페르테스병설명해줘,2
개 헤르페스바이러스 감염증은?,2
치근첨주위농양무엇,2
기흉는?,2
저혈당증,2
급성 간염이 뭐임?,2
정소 종양를 알려주세요,2
갑상선 기능저하증무엇,2
네프로제 증후군(신장증)무엇인가요,2
류머티스성 관절염알려줘,2
치근첨주위농양알려주세요,2
뼈의 종양이 뭐임,2
만성 신부전뭔데,2
레그 페르테스병를 알려줘,2
심장사상충증뭐냐?,2
구강 종양설명,2
갑상선 기능저하증이 뭐야,2
관절염이 뭔데?,2
급성 신부전뭐시요?,2
뼈의 종양궁금해용,2
상피소체 기능항진증·저하증무엇,2
레그 페르테스병설명해주세요,2
아토피성 피부염이 뭔가요,2
급성 신부전은?,2
심근증는?,2
부정맥무엇,2
구강 종양이 뭔데?,2
애나멜질 형성부전궁금해용,2
전립선염설명해줘,2
편모충증은?,2
방광염이 뭔가요,2
망막박리이 뭐임?,2
전십자인대 파열설명해,2
정소 종양무엇인가요,2
부비강염설명해줘,2
소화기 종양이 궁금해요,2
폐수종이 뭐냐,2
항문낭염는?,2
접촉성 피부염궁금해용,2
개 헤르페스바이러스 감염증이란?,2
췌염이 뭔데?,2
전립선 농양란?,2
개선충증란,2
빈혈무엇?,2
식도 내 이물뭐시요?,2
모낭충증?,2
애나멜질 형성부전이 뭐냐?,2
상피소체 기능항진증·저하증알려주세요,2
음식물 알레르기을 알려줘,2
바베시아증이 뭔데?,2
렙토스피라 감염증이란?,2
백내장뭐냐,2
포도막염궁금해용,2
마라세티아 감염증뭔데?,2
부신피질 기능저하증(애디슨병)이 뭐임?,2
치주 질환이 뭐임?,2
아토피성 피부염란,2
전염성 간염설명해줘,2
전십자인대 파열 궁금해요,2
바베시아증이 뭐야,2
혈소판 감소증는?,2
췌염뭔데?,2
췌외분비부전 궁금해요,2
전립선 농포이 뭐야,2
안검내반·외반?,2
전정장애뭐냐?,2
만성 위염?,2
안구 탈출,2
심근증이란?,2
치주 질환가 궁금해요,2
벼룩알레르기성 피부염,2
홍역(디스템퍼)뭐시요,2
모낭충증이 뭐야,2
위확장과 위염전에 대해서,2
횡격막 헤르니아뭔데?,2
당뇨병가 궁금해요,2
방광염을 알려주세요,2
전립선 농포뭐야,2
전염성 간염를 알려주세요,2
슬개골 탈구을 알려줘,2
전립선 농포뭐시요?,2
콕시듐이란?,2
뇌의 외상이 뭐야,2
안면신경마비뭐야,2
벼룩알레르기성 피부염이 뭔데?,2
자궁축농증이 궁금해요,2
음식물 알레르기이 뭐임?,2
사구체신염을 알려주세요,2
기관허탈,2
녹내장뭐냐,2
소화기 종양 궁금해요,2
피부사상균증이 뭐냐,2
전립선염무엇,2
소화기 종양 대해서,2
심근증궁금해용,2
부신피질 기능저하증(애디슨병)은,2
파보바이러스 감염증궁금해용,2
갑상선 기능저하증알려주세요,2
피부 종양설명해주세요,2
수두증이 뭐냐,2
당뇨병무엇?,2
난소 종양설명해줘,2
구내염란?,2
흡수불량증후군무엇인가요,2
자기면역에 의한 피부병뭔데?,2
농피증뭐시요,2
중이염이 궁금해요,2
벼룩알레르기성 피부염에 대해서,2
장폐색이란,2
구루병·골연화증뭔데,2
치주 질환이 뭐임,2
회음 헤르니아이 뭐야,2
구루병·골연화증궁금해용,2
동맥관 개존증이란?,2
상피소체 기능항진증·저하증이 뭔가요?,2
요로결석증을 알려줘,2
내분비성 피부병뭐야,2
지루증에 대해서,2
치근첨주위농양뭔데,2
홍역(디스템퍼)에 대해서,2
유선염이 뭔가요,2
항문주위염·항문주위루는?,2
급성 위염을 알려주세요,2
관절염이 뭐냐?,2
치주 질환설명해주세요,2
이혈종이 뭔가요?,2
편모충증무엇,2
비염를 알려주세요,2
구루병·골연화증이 뭐임?,2
애나멜질 형성부전은,2
기관지염설명해줘,2
상피소체 기능항진증·저하증은,2
내이염?,2
류머티스성 관절염이 뭐임?,2
췌염뭐야,2
유루증이 뭔데?,2
사구체신염설명,2
모낭충증은?,2
치근첨주위농양을 알려줘,2
내분비성 피부병이 뭐야,2
신우신염이 뭐야,2
구강 종양 대해서,2
모낭충증뭐시요?,2
유루증뭐냐?,2
회충증이란,2
신우신염이 뭐냐,2
위확장과 위염전이 뭔데,2
빈혈이 뭔가요?,2
위확장과 위염전?,2
부정맥는?,2
레그 페르테스병무엇인가요?,2
중이염가 궁금해요,2
마라세티아 감염증이 뭔데,2
외이염란?,2
비염이 뭐야?,2
편모충증을 알려주세요,2
급성 위염무엇?,2
거대 식도증이 뭐냐,2
"심실, 심방 중격 결손증이 뭐임",2
요독증이란,2
전립선 농양무엇인가요,2
파상풍에 대해서,2
뇌의 외상이 뭐야?,2
전립선염이 뭔가요?,2
승모판 폐쇄부전이 뭐임,2
각막염이 뭐야,2
포도막염뭐야,2
대장염이 뭐임?,2
연구개 과장증 대해서,2
회음 헤르니아이 궁금해요,2
전립선 농포 궁금해요,2
전십자인대 파열뭔데?,2
포도막염이 뭐냐?,2
급성 신부전이란,2
이혈종무엇,2
변형성 척추증이 뭐냐,2
슬개골 탈구무엇?,2
급성 신부전란?,2
브루셀라증이란,2
바베시아증설명해줘,2
전립선 농포뭐냐,2
관절염 대해서,2
빈혈란?,2
체리아이설명해줘,2
체리아이이 뭐야,2
신우신염이 뭐야?,2
빈혈을 알려줘,2
급성 위염 궁금해요,2
폐동맥 협착증알려주세요,2
콕시듐이란,2
장폐색이 뭐야?,2
슬개골 탈구를 알려주세요,2
소화기 종양이 뭐냐?,2
전십자인대 파열무엇인가요,2
급성 위염알려주세요,2
전정장애란?,2
소화기 종양을 알려줘,2
내분비성 피부병란,2
슬개골 탈구이 뭔가요?,2
부비강염는?,2
바베시아증,2
결막염가 궁금해요,2
탈구뭐냐?,2
연구개 과장증알려주세요,2
지루증설명해주세요,2
급성 간염를 알려주세요,2
각막염뭐야?,2
구강 종양알려줘,2
전정장애?,2
전정장애를 알려줘,2
난소 종양뭐야,2
연구개 과장증무엇?,2
외이염이 뭐야,2
요붕증이 궁금해요,2
전염성 간염무엇인가요,2
부신피질 기능저하증(애디슨병)란?,2
항문주위염·항문주위루뭐시요?,2
개선충증,2
바베시아증뭐시요,2
뇌의 외상설명,2
켄넬코프이 뭔가요,2
파상풍이 뭔가요,2
전십자인대 파열이 뭔가요,2
코로나바이러스 감염증이 뭐냐?,2
"심실, 심방 중격 결손증에 대해서",2
간질뭔데?,2
슬개골 탈구뭐시요?,2
중이염설명해주세요,2
편모충증이 뭐냐,2
추간판 헤르니아뭔데,2
승모판 폐쇄부전설명,2
혈소판 감소증이 뭔가요,2
조충증이 뭐냐,2
항문주위염·항문주위루설명해주세요,2
장폐색에 대해서,2
유선 종양이 뭐냐,2
콕시듐무엇인가요?,2
치근첨주위농양궁금해용,2
안면신경마비이 궁금해요,2
자기면역에 의한 피부병궁금해용,2
음식물 알레르기이란,2
내분비성 피부병은?,2
비염이란,2
지루증설명해줘,2
접촉성 피부염뭐냐?,2
전염성 간염알려줘,2
마라세티아 감염증이 궁금해요,2
승모판 폐쇄부전설명해줘,2
부정맥뭐시요,2
마라세티아 감염증설명해줘,2
탈구을 알려줘,2
벼룩알레르기성 피부염설명,2
모낭충증무엇인가요,2
질탈은?,2
음식물 알레르기알려주세요,2
브루셀라증이란?,2
치주 질환무엇인가요,2
자궁축농증뭐시요,2
기관허탈무엇,2
만성 신부전이란,2
파상풍이 뭔데?,2
횡격막 헤르니아는?,2
흉막염무엇인가요?,2
승모판 폐쇄부전뭐냐?,2
체리아이알려주세요,2
편모충증궁금해용,2
속눈썹 이상이 뭔데?,2
위확장과 위염전뭐야,2
회충증무엇?,2
뇌의 외상뭐야,2
탈구뭐야?,2
빈혈설명,2
조충증설명해주세요,2
접촉성 피부염무엇인가요,2
